,id,datetime,machine,temp,speed,rpm,rms_velocity_x,rms_velocity_y,rms_velocity_z,rms_Acceleration_x,rms_Acceleration_y,rms_Acceleration_z,created_on,updated_on
67418,126319,29/07/2022 10:42:01,Drumming 4,46.88,30.0,450.0,2.88,2.51,1.19,65.67,58.24,27.49,2022-07-29 14:15:14,2022-07-29 14:15:14
67421,126322,29/07/2022 10:45:01,Drumming 4,46.62,30.0,300.0,2.41,2.28,1.29,53.51,51.13,28.43,2022-07-29 14:15:14,2022-07-29 14:15:14
67461,126377,29/07/2022 11:40:01,Drumming 4,48.94,30.0,60.0,1.75,1.69,1.01,39.1,37.29,22.88,2022-07-29 14:15:14,2022-07-29 14:15:14
67462,126378,29/07/2022 11:41:01,Drumming 4,48.94,30.0,420.0,2.37,2.47,1.12,52.32,56.24,24.96,2022-07-29 14:15:14,2022-07-29 14:15:14
67464,126380,29/07/2022 11:43:01,Drumming 4,48.81,30.0,180.0,3.03,2.69,1.37,66.64,60.49,29.67,2022-07-29 14:15:14,2022-07-29 14:15:14
67465,126381,29/07/2022 11:44:01,Drumming 4,48.62,30.0,270.0,3.08,2.65,1.4,67.69,58.71,29.99,2022-07-29 14:15:14,2022-07-29 14:15:14
67466,126382,29/07/2022 11:45:01,Drumming 4,48.56,30.0,300.0,3.01,2.55,1.38,66.02,56.43,29.58,2022-07-29 14:15:14,2022-07-29 14:15:14
67467,126383,29/07/2022 11:46:01,Drumming 4,48.38,30.0,300.0,3.07,2.57,1.42,67.38,56.11,30.51,2022-07-29 14:15:14,2022-07-29 14:15:14
67468,126384,29/07/2022 11:47:01,Drumming 4,48.25,30.0,450.0,2.99,2.53,1.42,65.35,55.46,30.54,2022-07-29 14:15:14,2022-07-29 14:15:14
67469,126385,29/07/2022 11:48:01,Drumming 4,48.12,30.0,300.0,2.63,2.52,1.42,57.33,55.67,30.88,2022-07-29 14:15:14,2022-07-29 14:15:14
67470,126386,29/07/2022 11:49:01,Drumming 4,48.0,30.0,180.0,2.96,2.69,1.4,65.06,59.59,30.78,2022-07-29 14:15:14,2022-07-29 14:15:14
67471,126387,29/07/2022 11:50:01,Drumming 4,47.88,30.0,90.0,2.91,2.65,1.32,64.56,58.77,28.91,2022-07-29 14:15:14,2022-07-29 14:15:14
67475,126391,29/07/2022 11:54:01,Drumming 4,47.5,30.0,300.0,2.37,2.18,1.38,52.82,48.49,30.6,2022-07-29 14:15:14,2022-07-29 14:15:14
67516,126450,29/07/2022 12:53:01,Drumming 4,49.69,30.0,210.0,1.93,1.85,0.7,43.36,43.85,15.88,2022-07-29 14:15:14,2022-07-29 14:15:14
67517,126451,29/07/2022 12:54:01,Drumming 4,49.75,30.0,420.0,2.68,2.41,1.06,60.36,55.91,24.07,2022-07-29 14:15:14,2022-07-29 14:15:14
67518,126452,29/07/2022 12:55:01,Drumming 4,49.69,30.0,450.0,1.78,2.0,1.19,39.91,45.17,27.06,2022-07-29 14:15:14,2022-07-29 14:15:14
67519,126453,29/07/2022 12:56:01,Drumming 4,49.62,30.0,300.0,2.71,2.38,1.26,60.43,53.69,27.44,2022-07-29 14:15:14,2022-07-29 14:15:14
67520,126454,29/07/2022 12:57:01,Drumming 4,49.44,30.0,450.0,2.92,2.58,1.29,64.72,58.04,28.53,2022-07-29 14:15:14,2022-07-29 14:15:14
67521,126455,29/07/2022 12:58:01,Drumming 4,49.44,30.0,450.0,2.92,2.58,1.29,64.72,58.04,28.53,2022-07-29 14:15:14,2022-07-29 14:15:14
67525,126459,29/07/2022 13:02:01,Drumming 4,48.75,30.0,300.0,2.97,2.77,1.41,65.57,63.62,31.11,2022-07-29 14:15:14,2022-07-29 14:15:14
67526,126460,29/07/2022 13:03:01,Drumming 4,48.69,30.0,60.0,3.09,2.79,1.48,68.41,63.23,32.71,2022-07-29 14:15:14,2022-07-29 14:15:14
67527,126461,29/07/2022 13:04:01,Drumming 4,48.5,30.0,60.0,3.11,2.87,1.55,69.05,64.92,34.07,2022-07-29 14:15:14,2022-07-29 14:15:14
67528,126462,29/07/2022 13:05:01,Drumming 4,48.44,30.0,480.0,3.21,2.95,1.59,71.18,66.42,35.24,2022-07-29 14:15:14,2022-07-29 14:15:14
67529,126463,29/07/2022 13:06:01,Drumming 4,48.38,30.0,480.0,3.28,3.12,1.64,73.12,70.48,36.69,2022-07-29 14:15:14,2022-07-29 14:15:14
67530,126464,29/07/2022 13:07:01,Drumming 4,48.19,30.0,450.0,3.26,3.31,1.71,72.43,75.11,38.24,2022-07-29 14:15:14,2022-07-29 14:15:14
67531,126465,29/07/2022 13:08:01,Drumming 4,48.12,30.0,450.0,3.27,3.28,1.79,72.5,74.11,40.36,2022-07-29 14:15:14,2022-07-29 14:15:14
67532,126466,29/07/2022 13:09:01,Drumming 4,48.06,1.46,240.0,2.72,2.29,1.2,59.75,50.24,27.09,2022-07-29 14:15:14,2022-07-29 14:15:14
67567,126504,29/07/2022 13:47:01,Drumming 4,47.56,27.94,660.0,8.3,8.06,4.71,183.99,176.28,103.97,2022-07-29 14:15:14,2022-07-29 14:15:14
67568,126505,29/07/2022 13:48:01,Drumming 4,47.62,27.97,690.0,9.58,8.92,4.85,217.65,197.4,107.65,2022-07-29 14:15:14,2022-07-29 14:15:14
67569,126506,29/07/2022 13:49:01,Drumming 4,47.62,21.75,690.0,11.39,10.47,5.47,259.84,231.26,123.24,2022-07-29 14:15:14,2022-07-29 14:15:14
67573,126523,29/07/2022 14:09:01,Drumming 4,50.25,30.0,150.0,3.92,3.95,1.77,86.37,89.57,38.93,2022-07-29 22:15:01,2022-07-29 22:15:01
67574,126524,29/07/2022 14:10:01,Drumming 4,50.19,30.0,30.0,3.99,4.0,1.9,88.39,91.79,42.33,2022-07-29 22:15:01,2022-07-29 22:15:01
67575,126525,29/07/2022 14:11:01,Drumming 4,50.06,30.0,450.0,4.26,4.13,1.91,94.66,96.08,42.9,2022-07-29 22:15:01,2022-07-29 22:15:01
67577,126527,29/07/2022 14:13:01,Drumming 4,49.69,30.0,60.0,3.89,4.09,1.94,87.22,96.19,44.12,2022-07-29 22:15:01,2022-07-29 22:15:01
67578,126528,29/07/2022 14:14:01,Drumming 4,49.44,30.0,30.0,4.28,4.34,2.15,95.08,100.4,48.55,2022-07-29 22:15:01,2022-07-29 22:15:01
67581,126532,29/07/2022 14:18:01,Drumming 4,48.75,30.0,450.0,4.0,4.19,2.11,89.23,97.58,49.04,2022-07-29 22:15:01,2022-07-29 22:15:01
67582,126533,29/07/2022 14:19:01,Drumming 4,48.56,30.0,120.0,3.68,3.73,2.01,81.23,84.4,47.23,2022-07-29 22:15:01,2022-07-29 22:15:01
67584,126535,29/07/2022 14:21:01,Drumming 4,48.31,30.0,480.0,3.92,3.88,2.19,86.03,85.66,49.65,2022-07-29 22:15:01,2022-07-29 22:15:01
67585,126536,29/07/2022 14:22:01,Drumming 4,48.19,30.0,330.0,4.0,3.96,2.27,87.81,87.79,51.78,2022-07-29 22:15:01,2022-07-29 22:15:01
67629,126600,29/07/2022 15:26:01,Drumming 4,50.94,30.0,300.0,1.52,1.07,0.47,34.28,24.79,10.1,2022-07-29 22:15:01,2022-07-29 22:15:01
67632,126603,29/07/2022 15:29:01,Drumming 4,50.56,30.0,420.0,3.53,3.42,1.7,78.24,76.79,37.2,2022-07-29 22:15:01,2022-07-29 22:15:01
67634,126605,29/07/2022 15:31:01,Drumming 4,50.19,30.0,300.0,3.57,3.56,1.92,79.12,79.34,41.99,2022-07-29 22:15:01,2022-07-29 22:15:01
67635,126606,29/07/2022 15:32:01,Drumming 4,50.06,30.0,450.0,3.78,3.74,2.04,83.38,83.24,45.04,2022-07-29 22:15:01,2022-07-29 22:15:01
67636,126608,29/07/2022 15:34:01,Drumming 4,49.62,30.0,180.0,3.62,3.68,1.98,79.79,81.28,43.15,2022-07-29 22:15:01,2022-07-29 22:15:01
67638,126610,29/07/2022 15:36:01,Drumming 4,49.38,30.0,300.0,3.78,3.73,2.13,82.54,81.31,46.68,2022-07-29 22:15:01,2022-07-29 22:15:01
67683,126670,29/07/2022 16:36:01,Drumming 4,51.19,30.0,180.0,4.02,3.75,1.69,90.13,87.62,36.86,2022-07-29 22:15:01,2022-07-29 22:15:01
67684,126671,29/07/2022 16:37:01,Drumming 4,51.19,30.0,420.0,3.87,3.59,1.69,86.56,83.1,36.68,2022-07-29 22:15:01,2022-07-29 22:15:01
67687,126674,29/07/2022 16:40:01,Drumming 4,50.81,30.0,420.0,3.32,3.21,1.73,73.55,72.7,38.97,2022-07-29 22:15:01,2022-07-29 22:15:01
67692,126679,29/07/2022 16:45:01,Drumming 4,49.94,30.0,450.0,3.28,3.01,1.43,74.96,70.71,33.02,2022-07-29 22:15:01,2022-07-29 22:15:01
67694,126681,29/07/2022 16:47:01,Drumming 4,49.81,30.0,300.0,3.06,2.91,1.27,70.87,69.64,30.09,2022-07-29 22:15:01,2022-07-29 22:15:01
67696,126683,29/07/2022 16:49:01,Drumming 4,49.44,30.0,480.0,1.97,1.63,0.75,44.63,36.62,17.16,2022-07-29 22:15:01,2022-07-29 22:15:01
67740,126748,29/07/2022 17:54:01,Drumming 4,51.44,30.0,420.0,1.59,1.35,0.63,35.82,31.51,14.53,2022-07-29 22:15:01,2022-07-29 22:15:01
67742,126750,29/07/2022 17:56:01,Drumming 4,51.38,30.0,420.0,3.81,3.32,1.28,85.69,76.69,28.17,2022-07-29 22:15:01,2022-07-29 22:15:01
67743,126751,29/07/2022 17:57:01,Drumming 4,51.31,30.0,420.0,4.08,3.64,1.51,91.89,84.75,32.92,2022-07-29 22:15:01,2022-07-29 22:15:01
67745,126753,29/07/2022 17:59:01,Drumming 4,50.81,30.0,150.0,4.38,4.2,1.79,97.42,97.39,40.13,2022-07-29 22:15:01,2022-07-29 22:15:01
67747,126755,29/07/2022 18:01:01,Drumming 4,50.31,30.0,300.0,3.62,3.72,1.75,80.91,86.28,39.18,2022-07-29 22:15:01,2022-07-29 22:15:01
67748,126756,29/07/2022 18:02:01,Drumming 4,50.19,30.0,450.0,3.64,3.56,1.71,81.01,81.76,37.82,2022-07-29 22:15:01,2022-07-29 22:15:01
67749,126757,29/07/2022 18:03:01,Drumming 4,50.06,30.0,450.0,3.67,3.45,1.69,81.4,78.47,37.38,2022-07-29 22:15:01,2022-07-29 22:15:01
67750,126758,29/07/2022 18:04:01,Drumming 4,49.75,30.0,90.0,3.54,3.32,1.69,79.27,75.87,37.41,2022-07-29 22:15:01,2022-07-29 22:15:01
67751,126759,29/07/2022 18:05:01,Drumming 4,49.56,30.0,450.0,3.6,3.31,1.68,80.82,75.65,37.31,2022-07-29 22:15:01,2022-07-29 22:15:01
67753,126761,29/07/2022 18:07:01,Drumming 4,49.25,30.0,480.0,3.61,3.37,1.74,81.55,77.12,39.43,2022-07-29 22:15:01,2022-07-29 22:15:01
67755,126763,29/07/2022 18:09:01,Drumming 4,49.0,30.0,450.0,3.58,3.31,1.72,81.28,75.81,40.02,2022-07-29 22:15:01,2022-07-29 22:15:01
67799,126818,29/07/2022 19:04:01,Drumming 4,49.5,30.0,300.0,2.45,2.46,1.42,54.01,54.63,31.34,2022-07-29 22:15:01,2022-07-29 22:15:01
67801,126820,29/07/2022 19:06:01,Drumming 4,49.38,30.0,450.0,2.84,2.54,1.42,63.09,56.75,32.52,2022-07-29 22:15:01,2022-07-29 22:15:01
67802,126821,29/07/2022 19:07:01,Drumming 4,49.31,30.0,300.0,2.94,2.61,1.44,65.58,58.57,33.3,2022-07-29 22:15:01,2022-07-29 22:15:01
67806,126826,29/07/2022 19:12:01,Drumming 4,48.62,30.0,330.0,2.55,2.34,1.42,57.5,53.73,33.6,2022-07-29 22:15:01,2022-07-29 22:15:01
67808,126828,29/07/2022 19:14:01,Drumming 4,48.31,30.0,60.0,2.32,2.27,1.39,51.79,51.53,32.15,2022-07-29 22:15:01,2022-07-29 22:15:01
67810,126830,29/07/2022 19:16:01,Drumming 4,48.12,30.0,90.0,1.88,1.83,1.2,40.94,40.05,26.5,2022-07-29 22:15:01,2022-07-29 22:15:01
67856,126895,29/07/2022 20:21:01,Drumming 4,49.75,30.0,420.0,3.31,3.28,1.5,75.31,75.91,33.6,2022-07-29 22:15:01,2022-07-29 22:15:01
67858,126897,29/07/2022 20:23:01,Drumming 4,49.62,30.0,420.0,4.19,4.03,1.78,94.41,94.01,39.29,2022-07-29 22:15:01,2022-07-29 22:15:01
67859,126898,29/07/2022 20:24:01,Drumming 4,49.38,30.0,300.0,4.12,4.03,1.98,92.27,93.26,44.12,2022-07-29 22:15:01,2022-07-29 22:15:01
67861,126900,29/07/2022 20:26:01,Drumming 4,49.06,30.0,450.0,3.63,3.51,1.88,80.23,78.46,41.38,2022-07-29 22:15:01,2022-07-29 22:15:01
67862,126901,29/07/2022 20:27:01,Drumming 4,48.81,30.0,450.0,3.57,3.38,1.9,78.64,74.67,41.7,2022-07-29 22:15:01,2022-07-29 22:15:01
67863,126902,29/07/2022 20:28:01,Drumming 4,48.56,30.0,450.0,3.56,3.3,1.84,78.56,72.48,40.45,2022-07-29 22:15:01,2022-07-29 22:15:01
67865,126904,29/07/2022 20:30:01,Drumming 4,48.19,30.0,210.0,3.54,3.32,1.87,79.15,74.94,41.05,2022-07-29 22:15:01,2022-07-29 22:15:01
67866,126905,29/07/2022 20:31:01,Drumming 4,48.06,30.0,450.0,3.47,3.34,1.87,77.62,74.38,41.86,2022-07-29 22:15:01,2022-07-29 22:15:01
67868,126907,29/07/2022 20:33:01,Drumming 4,47.75,30.0,30.0,3.45,3.28,1.9,77.38,73.88,42.7,2022-07-29 22:15:01,2022-07-29 22:15:01
67869,126908,29/07/2022 20:34:01,Drumming 4,47.56,30.0,210.0,3.55,3.37,1.89,79.68,75.79,42.59,2022-07-29 22:15:01,2022-07-29 22:15:01
67870,126909,29/07/2022 20:35:01,Drumming 4,47.44,30.0,480.0,3.7,3.44,2.0,83.82,77.89,44.87,2022-07-29 22:15:01,2022-07-29 22:15:01
67890,126931,29/07/2022 20:57:01,Drumming 4,46.56,8.28,90.0,2.92,2.79,1.52,64.46,60.44,33.49,2022-07-29 22:15:01,2022-07-29 22:15:01
67906,126952,29/07/2022 21:18:01,Drumming 4,46.56,27.94,150.0,9.01,8.57,4.7,198.53,187.27,102.87,2022-07-29 22:15:01,2022-07-29 22:15:01
67907,126953,29/07/2022 21:19:01,Drumming 4,46.5,27.97,30.0,10.09,9.41,4.91,225.74,208.18,108.27,2022-07-29 22:15:01,2022-07-29 22:15:01
67908,126954,29/07/2022 21:20:01,Drumming 4,46.44,27.94,690.0,12.65,11.38,5.6,286.87,252.4,125.78,2022-07-29 22:15:01,2022-07-29 22:15:01
67909,126955,29/07/2022 21:21:01,Drumming 4,46.44,5.84,300.0,3.35,3.32,1.95,72.96,71.41,43.77,2022-07-29 22:15:01,2022-07-29 22:15:01
67912,126982,29/07/2022 21:48:01,Drumming 4,49.12,30.0,420.0,1.54,1.41,0.8,34.35,32.29,17.93,2022-07-29 22:15:01,2022-07-29 22:15:01
67914,126984,29/07/2022 21:50:01,Drumming 4,48.81,30.0,300.0,1.76,1.69,0.99,38.49,38.16,22.29,2022-07-29 22:15:01,2022-07-29 22:15:01
67915,126985,29/07/2022 21:51:01,Drumming 4,48.56,30.0,60.0,1.62,1.46,0.92,35.24,32.08,20.47,2022-07-29 22:15:01,2022-07-29 22:15:01
67917,126987,29/07/2022 21:53:01,Drumming 4,48.12,30.0,150.0,1.74,1.48,0.94,37.92,31.88,20.7,2022-07-29 22:15:01,2022-07-29 22:15:01
67920,126990,29/07/2022 21:56:01,Drumming 4,47.12,30.0,120.0,1.39,1.25,0.59,30.77,27.98,13.01,2022-07-29 22:15:01,2022-07-29 22:15:01
67922,126992,29/07/2022 22:01:01,Drumming 4,46.19,30.0,90.0,1.99,2.0,1.11,44.77,45.54,25.36,2022-07-30 06:15:13,2022-07-30 06:15:13
67923,126993,29/07/2022 22:02:01,Drumming 4,46.0,30.0,480.0,2.07,2.01,1.16,46.35,45.96,26.63,2022-07-30 06:15:13,2022-07-30 06:15:13
67924,126994,29/07/2022 22:03:01,Drumming 4,45.88,30.0,480.0,2.09,2.04,1.13,46.83,46.62,26.35,2022-07-30 06:15:13,2022-07-30 06:15:13
67968,127055,29/07/2022 23:04:01,Drumming 4,48.0,30.0,420.0,2.42,1.91,0.9,53.83,43.21,19.94,2022-07-30 06:15:13,2022-07-30 06:15:13
67971,127058,29/07/2022 23:07:01,Drumming 4,47.69,30.0,60.0,5.11,4.86,2.02,114.38,113.78,45.82,2022-07-30 06:15:13,2022-07-30 06:15:13
67974,127063,29/07/2022 23:12:01,Drumming 4,47.06,30.0,300.0,4.56,4.91,2.3,101.87,115.02,53.03,2022-07-30 06:15:13,2022-07-30 06:15:13
67975,127064,29/07/2022 23:13:01,Drumming 4,47.06,30.0,90.0,4.65,4.86,2.43,103.44,113.7,55.62,2022-07-30 06:15:13,2022-07-30 06:15:13
67977,127066,29/07/2022 23:15:01,Drumming 4,46.81,30.0,240.0,4.74,4.84,2.48,105.67,114.57,56.33,2022-07-30 06:15:13,2022-07-30 06:15:13
67978,127067,29/07/2022 23:16:01,Drumming 4,46.69,30.0,330.0,4.4,4.54,2.59,96.82,103.35,59.36,2022-07-30 06:15:13,2022-07-30 06:15:13
67979,127068,29/07/2022 23:17:01,Drumming 4,46.56,30.0,270.0,4.15,4.33,2.55,90.77,96.74,57.35,2022-07-30 06:15:13,2022-07-30 06:15:13
67982,127073,29/07/2022 23:22:01,Drumming 4,46.31,30.0,480.0,4.1,4.21,2.49,89.32,91.91,55.28,2022-07-30 06:15:13,2022-07-30 06:15:13
67983,127074,29/07/2022 23:23:01,Drumming 4,46.31,30.0,480.0,4.22,4.27,2.54,91.88,92.44,55.68,2022-07-30 06:15:13,2022-07-30 06:15:13
67986,127077,29/07/2022 23:26:01,Drumming 4,46.0,30.0,480.0,4.3,4.46,2.57,94.03,97.63,56.79,2022-07-30 06:15:13,2022-07-30 06:15:13
68019,127115,30/07/2022 00:04:01,Drumming 4,45.38,27.97,300.0,8.59,8.48,4.86,191.67,186.36,106.62,2022-07-30 06:15:13,2022-07-30 06:15:13
68020,127116,30/07/2022 00:05:01,Drumming 4,45.38,27.97,660.0,11.3,10.46,5.66,257.05,232.0,127.41,2022-07-30 06:15:13,2022-07-30 06:15:13
68021,127117,30/07/2022 00:06:01,Drumming 4,45.38,2.23,180.0,1.79,1.61,1.08,40.11,34.7,23.6,2022-07-30 06:15:13,2022-07-30 06:15:13
68024,127129,30/07/2022 00:18:01,Drumming 4,47.31,30.0,420.0,2.4,1.99,0.82,53.58,45.45,18.96,2022-07-30 06:15:13,2022-07-30 06:15:13
68025,127130,30/07/2022 00:19:01,Drumming 4,47.44,30.0,420.0,2.33,1.76,0.78,52.79,40.66,17.84,2022-07-30 06:15:13,2022-07-30 06:15:13
68026,127131,30/07/2022 00:20:01,Drumming 4,47.44,30.0,420.0,3.94,3.25,1.12,87.91,74.39,25.32,2022-07-30 06:15:13,2022-07-30 06:15:13
68027,127132,30/07/2022 00:21:01,Drumming 4,47.38,30.0,450.0,3.74,3.39,1.48,84.15,77.73,33.05,2022-07-30 06:15:13,2022-07-30 06:15:13
68028,127133,30/07/2022 00:22:01,Drumming 4,47.25,30.0,450.0,3.88,3.53,1.61,87.19,81.69,35.68,2022-07-30 06:15:13,2022-07-30 06:15:13
68029,127134,30/07/2022 00:23:01,Drumming 4,47.12,30.0,450.0,3.7,3.64,1.82,82.69,83.89,40.43,2022-07-30 06:15:13,2022-07-30 06:15:13
68030,127135,30/07/2022 00:24:01,Drumming 4,47.0,30.0,420.0,3.68,3.72,1.94,81.69,85.11,43.13,2022-07-30 06:15:13,2022-07-30 06:15:13
68031,127136,30/07/2022 00:25:01,Drumming 4,46.88,30.0,450.0,3.49,3.43,1.74,77.68,77.74,38.39,2022-07-30 06:15:13,2022-07-30 06:15:13
68032,127137,30/07/2022 00:26:01,Drumming 4,46.75,30.0,420.0,3.53,3.36,1.8,78.05,75.4,39.3,2022-07-30 06:15:13,2022-07-30 06:15:13
68034,127139,30/07/2022 00:28:01,Drumming 4,46.44,30.0,450.0,3.69,3.54,2.04,81.15,78.02,44.86,2022-07-30 06:15:13,2022-07-30 06:15:13
68035,127140,30/07/2022 00:29:01,Drumming 4,46.44,30.0,450.0,3.22,3.1,1.85,70.43,68.14,40.95,2022-07-30 06:15:13,2022-07-30 06:15:13
68036,127141,30/07/2022 00:30:01,Drumming 4,46.25,30.0,480.0,3.15,3.09,1.81,68.9,67.93,39.71,2022-07-30 06:15:13,2022-07-30 06:15:13
68038,127143,30/07/2022 00:32:01,Drumming 4,46.06,30.0,480.0,3.66,3.59,2.14,79.73,78.79,46.94,2022-07-30 06:15:13,2022-07-30 06:15:13
68074,127183,30/07/2022 01:12:01,Drumming 4,45.19,27.94,630.0,8.41,8.27,4.7,186.31,181.53,102.91,2022-07-30 06:15:13,2022-07-30 06:15:13
68075,127184,30/07/2022 01:13:01,Drumming 4,45.19,27.94,660.0,8.83,8.64,4.83,197.25,190.22,105.72,2022-07-30 06:15:13,2022-07-30 06:15:13
68076,127185,30/07/2022 01:14:01,Drumming 4,45.12,27.94,300.0,11.37,10.63,5.48,259.3,236.57,122.39,2022-07-30 06:15:13,2022-07-30 06:15:13
68077,127186,30/07/2022 01:15:01,Drumming 4,45.12,27.94,690.0,12.76,11.7,5.9,294.41,260.33,132.89,2022-07-30 06:15:13,2022-07-30 06:15:13
68081,127205,30/07/2022 01:34:01,Drumming 4,48.0,30.0,330.0,2.23,2.29,1.48,48.81,50.56,32.35,2022-07-30 06:15:13,2022-07-30 06:15:13
68083,127207,30/07/2022 01:36:01,Drumming 4,48.0,30.0,150.0,2.52,2.41,1.41,55.41,52.99,30.36,2022-07-30 06:15:13,2022-07-30 06:15:13
68085,127209,30/07/2022 01:38:01,Drumming 4,48.0,30.0,150.0,2.52,2.41,1.41,55.41,52.99,30.36,2022-07-30 06:15:13,2022-07-30 06:15:13
68089,127213,30/07/2022 01:42:01,Drumming 4,47.06,30.0,450.0,1.93,1.87,1.03,42.71,43.1,23.87,2022-07-30 06:15:13,2022-07-30 06:15:13
68092,127216,30/07/2022 01:45:01,Drumming 4,46.56,30.0,480.0,1.95,1.79,1.02,42.49,39.71,22.65,2022-07-30 06:15:13,2022-07-30 06:15:13
68094,127219,30/07/2022 01:48:01,Drumming 4,46.25,30.0,480.0,1.92,1.71,1.0,41.92,37.14,22.0,2022-07-30 06:15:13,2022-07-30 06:15:13
68128,127257,30/07/2022 02:26:01,Drumming 4,45.06,27.97,660.0,9.17,8.47,4.53,201.27,185.08,99.08,2022-07-30 06:15:13,2022-07-30 06:15:13
68138,127278,30/07/2022 02:47:01,Drumming 4,47.31,30.0,420.0,3.63,2.99,1.38,80.76,66.71,30.64,2022-07-30 06:15:13,2022-07-30 06:15:13
68140,127280,30/07/2022 02:49:01,Drumming 4,47.12,30.0,420.0,3.28,2.72,1.38,73.21,61.06,31.08,2022-07-30 06:15:13,2022-07-30 06:15:13
68141,127281,30/07/2022 02:50:01,Drumming 4,46.94,30.0,60.0,3.1,2.87,1.48,69.08,64.79,32.96,2022-07-30 06:15:13,2022-07-30 06:15:13
68143,127283,30/07/2022 02:52:01,Drumming 4,46.62,30.0,210.0,3.16,2.93,1.52,70.35,66.19,33.94,2022-07-30 06:15:13,2022-07-30 06:15:13
68144,127284,30/07/2022 02:53:01,Drumming 4,46.56,30.0,30.0,3.27,2.94,1.5,72.65,65.53,33.37,2022-07-30 06:15:13,2022-07-30 06:15:13
68148,127288,30/07/2022 02:57:01,Drumming 4,45.94,30.0,480.0,2.27,2.03,1.2,49.2,44.5,26.54,2022-07-30 06:15:13,2022-07-30 06:15:13
68188,127332,30/07/2022 03:41:01,Drumming 4,44.75,27.97,300.0,9.35,9.05,5.31,205.09,197.09,116.02,2022-07-30 06:15:13,2022-07-30 06:15:13
68189,127333,30/07/2022 03:42:01,Drumming 4,44.75,24.16,660.0,11.06,10.28,5.77,247.01,225.65,126.17,2022-07-30 06:15:13,2022-07-30 06:15:13
68191,127352,30/07/2022 04:01:01,Drumming 4,47.38,30.0,420.0,0.87,0.97,0.44,19.43,22.97,9.68,2022-07-30 06:15:13,2022-07-30 06:15:13
68192,127353,30/07/2022 04:02:01,Drumming 4,47.44,30.0,420.0,3.24,2.87,1.26,72.68,66.54,28.17,2022-07-30 06:15:13,2022-07-30 06:15:13
68196,127357,30/07/2022 04:06:01,Drumming 4,47.06,30.0,450.0,3.44,3.21,1.74,75.42,70.41,37.27,2022-07-30 06:15:13,2022-07-30 06:15:13
68197,127358,30/07/2022 04:07:01,Drumming 4,47.0,30.0,420.0,3.55,3.23,1.76,78.26,71.32,37.5,2022-07-30 06:15:13,2022-07-30 06:15:13
68198,127359,30/07/2022 04:08:01,Drumming 4,46.81,30.0,450.0,3.74,3.38,1.79,82.13,74.69,38.83,2022-07-30 06:15:13,2022-07-30 06:15:13
68199,127360,30/07/2022 04:09:01,Drumming 4,46.69,30.0,450.0,3.6,3.47,1.83,79.92,77.24,40.02,2022-07-30 06:15:13,2022-07-30 06:15:13
68200,127361,30/07/2022 04:10:01,Drumming 4,46.56,30.0,300.0,3.59,3.58,1.82,78.87,79.66,40.04,2022-07-30 06:15:13,2022-07-30 06:15:13
68201,127362,30/07/2022 04:11:01,Drumming 4,46.44,30.0,480.0,3.57,3.41,1.77,78.81,75.84,39.16,2022-07-30 06:15:13,2022-07-30 06:15:13
68203,127364,30/07/2022 04:13:01,Drumming 4,46.19,30.0,450.0,3.25,3.15,1.7,72.03,70.11,37.94,2022-07-30 06:15:13,2022-07-30 06:15:13
68204,127365,30/07/2022 04:14:01,Drumming 4,46.12,30.0,450.0,3.11,2.86,1.6,68.66,63.94,36.22,2022-07-30 06:15:13,2022-07-30 06:15:13
68206,127367,30/07/2022 04:16:01,Drumming 4,45.94,30.0,480.0,2.58,2.34,1.39,56.75,52.37,31.02,2022-07-30 06:15:13,2022-07-30 06:15:13
68248,127426,30/07/2022 05:15:01,Drumming 4,47.06,30.0,300.0,3.87,3.23,1.06,87.58,75.24,24.63,2022-07-30 06:15:13,2022-07-30 06:15:13
68249,127427,30/07/2022 05:16:01,Drumming 4,47.06,30.0,420.0,4.19,3.78,1.51,94.33,87.55,34.2,2022-07-30 06:15:13,2022-07-30 06:15:13
68255,127433,30/07/2022 05:22:01,Drumming 4,46.0,30.0,90.0,3.37,3.32,1.94,73.53,73.26,42.05,2022-07-30 06:15:13,2022-07-30 06:15:13
68256,127434,30/07/2022 05:23:01,Drumming 4,45.75,30.0,300.0,3.22,3.2,1.9,69.98,70.42,41.45,2022-07-30 06:15:13,2022-07-30 06:15:13
68258,127436,30/07/2022 05:25:01,Drumming 4,45.44,30.0,450.0,3.54,3.42,2.13,76.3,74.18,46.55,2022-07-30 06:15:13,2022-07-30 06:15:13
68259,127437,30/07/2022 05:26:01,Drumming 4,45.19,30.0,300.0,3.66,3.53,2.14,79.91,77.62,47.25,2022-07-30 06:15:13,2022-07-30 06:15:13
68260,127438,30/07/2022 05:27:01,Drumming 4,45.06,30.0,450.0,3.6,3.42,2.07,77.84,74.18,45.43,2022-07-30 06:15:13,2022-07-30 06:15:13
68261,127439,30/07/2022 05:28:01,Drumming 4,45.0,30.0,480.0,3.97,3.77,2.23,86.44,82.89,49.81,2022-07-30 06:15:13,2022-07-30 06:15:13
68262,127440,30/07/2022 05:29:01,Drumming 4,44.81,30.0,480.0,4.03,3.99,2.3,88.55,89.35,52.43,2022-07-30 06:15:13,2022-07-30 06:15:13
68263,127441,30/07/2022 05:30:01,Drumming 4,44.69,30.0,150.0,3.97,3.83,2.22,86.72,84.12,49.99,2022-07-30 06:15:13,2022-07-30 06:15:13
