,id,datetime,machine,temp,speed,rpm,rms_velocity_x,rms_velocity_y,rms_velocity_z,rms_Acceleration_x,rms_Acceleration_y,rms_Acceleration_z,created_on,updated_on
66586,125204,28/07/2022 16:01:01,Drumming 4,49.88,30.0,450.0,2.69,2.71,1.43,59.56,62.44,32.21,2022-07-28 22:15:01,2022-07-28 22:15:01
66587,125205,28/07/2022 16:02:01,Drumming 4,49.69,30.0,150.0,2.78,2.77,1.46,61.33,63.34,32.96,2022-07-28 22:15:01,2022-07-28 22:15:01
66588,125206,28/07/2022 16:03:01,Drumming 4,49.62,30.0,450.0,2.79,2.71,1.4,61.53,61.87,31.44,2022-07-28 22:15:01,2022-07-28 22:15:01
66589,125207,28/07/2022 16:04:01,Drumming 4,49.38,30.0,480.0,2.88,2.81,1.43,63.78,64.21,32.34,2022-07-28 22:15:01,2022-07-28 22:15:01
66590,125208,28/07/2022 16:05:01,Drumming 4,49.25,30.0,450.0,3.0,2.87,1.5,66.08,65.37,34.26,2022-07-28 22:15:01,2022-07-28 22:15:01
66635,125264,28/07/2022 17:01:01,Drumming 4,50.19,30.0,420.0,1.39,1.39,0.85,30.5,31.44,18.63,2022-07-28 22:15:01,2022-07-28 22:15:01
66636,125265,28/07/2022 17:02:01,Drumming 4,50.31,30.0,420.0,1.49,1.57,0.9,32.14,34.74,20.04,2022-07-28 22:15:01,2022-07-28 22:15:01
66639,125268,28/07/2022 17:05:01,Drumming 4,50.12,30.0,450.0,2.26,2.04,1.13,49.9,44.72,25.44,2022-07-28 22:15:01,2022-07-28 22:15:01
66641,125270,28/07/2022 17:07:01,Drumming 4,49.88,30.0,450.0,2.61,2.3,1.26,58.26,51.6,28.74,2022-07-28 22:15:01,2022-07-28 22:15:01
66642,125271,28/07/2022 17:08:01,Drumming 4,49.69,30.0,450.0,2.63,2.7,1.45,58.38,60.42,33.56,2022-07-28 22:15:01,2022-07-28 22:15:01
66643,125272,28/07/2022 17:09:01,Drumming 4,49.56,30.0,300.0,2.55,2.73,1.47,56.49,61.87,34.22,2022-07-28 22:15:01,2022-07-28 22:15:01
66644,125273,28/07/2022 17:10:01,Drumming 4,49.56,30.0,300.0,2.55,2.73,1.47,56.49,61.87,34.22,2022-07-28 22:15:01,2022-07-28 22:15:01
66645,125274,28/07/2022 17:11:01,Drumming 4,49.56,30.0,300.0,2.55,2.73,1.47,56.49,61.87,34.22,2022-07-28 22:15:01,2022-07-28 22:15:01
66646,125275,28/07/2022 17:12:01,Drumming 4,49.19,30.0,450.0,2.95,3.1,1.7,65.29,70.76,39.09,2022-07-28 22:15:01,2022-07-28 22:15:01
66647,125276,28/07/2022 17:13:01,Drumming 4,49.12,30.0,480.0,3.06,3.2,1.76,68.14,72.92,40.39,2022-07-28 22:15:01,2022-07-28 22:15:01
66649,125278,28/07/2022 17:15:01,Drumming 4,48.88,30.0,480.0,3.36,3.41,1.8,74.97,77.39,41.33,2022-07-28 22:15:01,2022-07-28 22:15:01
66693,125343,28/07/2022 18:20:01,Drumming 4,50.25,30.0,420.0,2.23,1.96,0.92,50.5,45.28,21.35,2022-07-28 22:15:01,2022-07-28 22:15:01
66694,125344,28/07/2022 18:21:01,Drumming 4,50.31,30.0,300.0,2.9,2.54,1.49,64.29,56.51,33.79,2022-07-28 22:15:01,2022-07-28 22:15:01
66698,125348,28/07/2022 18:25:01,Drumming 4,49.94,30.0,300.0,3.59,3.46,1.85,79.12,78.17,41.62,2022-07-28 22:15:01,2022-07-28 22:15:01
66699,125349,28/07/2022 18:26:01,Drumming 4,49.88,30.0,180.0,3.4,3.33,1.76,74.92,75.33,39.99,2022-07-28 22:15:01,2022-07-28 22:15:01
66701,125351,28/07/2022 18:28:01,Drumming 4,49.5,30.0,450.0,3.85,3.71,1.93,84.48,84.4,43.16,2022-07-28 22:15:01,2022-07-28 22:15:01
66702,125352,28/07/2022 18:29:01,Drumming 4,49.31,30.0,450.0,4.04,3.74,1.94,89.86,84.82,43.4,2022-07-28 22:15:01,2022-07-28 22:15:01
66703,125353,28/07/2022 18:30:01,Drumming 4,49.19,30.0,240.0,3.92,3.77,2.01,86.2,85.01,44.93,2022-07-28 22:15:01,2022-07-28 22:15:01
66705,125355,28/07/2022 18:32:01,Drumming 4,49.19,30.0,240.0,3.92,3.77,2.01,86.2,85.01,44.93,2022-07-28 22:15:01,2022-07-28 22:15:01
66708,125358,28/07/2022 18:35:01,Drumming 4,48.62,30.0,450.0,4.15,3.99,2.18,90.82,87.71,48.51,2022-07-28 22:15:01,2022-07-28 22:15:01
66744,125397,28/07/2022 19:14:01,Drumming 4,47.06,28.0,720.0,9.81,9.02,4.97,226.1,200.63,110.59,2022-07-28 22:15:01,2022-07-28 22:15:01
66745,125398,28/07/2022 19:15:01,Drumming 4,47.0,27.94,690.0,10.84,9.83,5.34,249.46,217.56,121.89,2022-07-28 22:15:01,2022-07-28 22:15:01
66750,125424,28/07/2022 19:41:01,Drumming 4,51.56,30.0,420.0,2.17,2.24,1.24,47.68,49.77,26.62,2022-07-28 22:15:01,2022-07-28 22:15:01
66752,125426,28/07/2022 19:43:01,Drumming 4,51.44,30.0,270.0,2.18,2.16,1.22,48.01,48.62,27.85,2022-07-28 22:15:01,2022-07-28 22:15:01
66753,125427,28/07/2022 19:44:01,Drumming 4,51.12,30.0,420.0,2.13,2.09,1.18,46.99,47.33,27.41,2022-07-28 22:15:01,2022-07-28 22:15:01
66757,125431,28/07/2022 19:48:01,Drumming 4,50.0,30.0,300.0,2.78,2.52,1.36,62.42,57.32,31.84,2022-07-28 22:15:01,2022-07-28 22:15:01
66758,125432,28/07/2022 19:49:01,Drumming 4,49.88,30.0,300.0,2.84,2.68,1.46,62.79,59.83,33.77,2022-07-28 22:15:01,2022-07-28 22:15:01
66759,125433,28/07/2022 19:50:01,Drumming 4,49.88,30.0,300.0,2.84,2.68,1.46,62.79,59.83,33.77,2022-07-28 22:15:01,2022-07-28 22:15:01
66760,125434,28/07/2022 19:51:01,Drumming 4,49.88,30.0,300.0,2.84,2.68,1.46,62.79,59.83,33.77,2022-07-28 22:15:01,2022-07-28 22:15:01
66764,125438,28/07/2022 19:55:01,Drumming 4,49.88,30.0,300.0,2.84,2.68,1.46,62.79,59.83,33.77,2022-07-28 22:15:01,2022-07-28 22:15:01
66766,125440,28/07/2022 19:57:01,Drumming 4,48.31,2.12,300.0,2.15,1.69,0.89,47.98,37.6,19.95,2022-07-28 22:15:01,2022-07-28 22:15:01
66808,125501,28/07/2022 20:58:01,Drumming 4,50.0,30.0,30.0,2.02,2.48,1.47,44.32,55.67,31.95,2022-07-28 22:15:01,2022-07-28 22:15:01
66811,125504,28/07/2022 21:01:01,Drumming 4,49.69,30.0,240.0,2.23,2.52,1.52,48.69,55.98,33.5,2022-07-28 22:15:01,2022-07-28 22:15:01
66815,125508,28/07/2022 21:05:01,Drumming 4,48.94,30.0,450.0,2.32,2.47,1.51,51.49,55.57,33.68,2022-07-28 22:15:01,2022-07-28 22:15:01
66818,125512,28/07/2022 21:09:01,Drumming 4,48.25,30.0,90.0,2.5,2.5,1.54,56.22,56.79,34.56,2022-07-28 22:15:01,2022-07-28 22:15:01
66819,125513,28/07/2022 21:10:01,Drumming 4,48.06,30.0,300.0,2.64,2.56,1.52,59.24,58.23,34.14,2022-07-28 22:15:01,2022-07-28 22:15:01
66822,125516,28/07/2022 21:13:01,Drumming 4,48.06,1.73,300.0,2.64,2.56,1.52,59.24,58.23,34.14,2022-07-28 22:15:01,2022-07-28 22:15:01
66858,125556,28/07/2022 21:53:01,Drumming 4,46.62,1.37,660.0,3.31,3.08,1.73,72.64,67.64,38.24,2022-07-28 22:15:01,2022-07-28 22:15:01
66863,125576,28/07/2022 22:16:01,Drumming 4,50.0,30.0,420.0,1.19,1.34,0.8,27.0,31.06,19.64,2022-07-29 06:15:13,2022-07-29 06:15:13
66864,125577,28/07/2022 22:17:01,Drumming 4,50.0,30.0,60.0,1.86,1.75,1.06,40.38,37.72,22.65,2022-07-29 06:15:13,2022-07-29 06:15:13
66867,125580,28/07/2022 22:20:01,Drumming 4,49.44,30.0,420.0,2.1,1.87,0.96,46.95,41.6,22.05,2022-07-29 06:15:13,2022-07-29 06:15:13
66868,125581,28/07/2022 22:21:01,Drumming 4,49.19,30.0,450.0,2.28,2.07,1.11,50.94,46.74,25.42,2022-07-29 06:15:13,2022-07-29 06:15:13
66869,125582,28/07/2022 22:22:01,Drumming 4,48.88,30.0,330.0,2.41,2.32,1.25,52.94,51.75,28.44,2022-07-29 06:15:13,2022-07-29 06:15:13
66870,125583,28/07/2022 22:23:01,Drumming 4,48.62,30.0,450.0,2.69,2.48,1.34,58.87,54.82,30.27,2022-07-29 06:15:13,2022-07-29 06:15:13
66872,125585,28/07/2022 22:25:01,Drumming 4,48.12,30.0,180.0,3.26,3.08,1.58,71.6,68.21,35.49,2022-07-29 06:15:13,2022-07-29 06:15:13
66873,125586,28/07/2022 22:26:01,Drumming 4,47.81,30.0,330.0,3.38,3.21,1.64,73.84,70.18,36.58,2022-07-29 06:15:13,2022-07-29 06:15:13
66875,125588,28/07/2022 22:28:01,Drumming 4,47.31,30.0,60.0,3.15,3.24,1.69,69.06,73.04,38.74,2022-07-29 06:15:13,2022-07-29 06:15:13
66877,125590,28/07/2022 22:30:01,Drumming 4,47.0,30.0,450.0,3.25,3.19,1.83,71.87,72.08,42.7,2022-07-29 06:15:13,2022-07-29 06:15:13
66878,125591,28/07/2022 22:31:01,Drumming 4,46.81,30.0,450.0,3.05,2.94,1.68,66.95,65.42,38.37,2022-07-29 06:15:13,2022-07-29 06:15:13
66921,125647,28/07/2022 23:27:01,Drumming 4,46.81,30.0,420.0,1.29,1.46,0.87,27.9,33.07,19.59,2022-07-29 06:15:13,2022-07-29 06:15:13
66922,125648,28/07/2022 23:28:01,Drumming 4,46.81,30.0,420.0,1.95,1.84,0.97,42.87,40.84,21.6,2022-07-29 06:15:13,2022-07-29 06:15:13
66925,125651,28/07/2022 23:31:01,Drumming 4,46.44,30.0,450.0,2.04,1.97,1.1,44.77,43.12,24.67,2022-07-29 06:15:13,2022-07-29 06:15:13
66928,125654,28/07/2022 23:34:01,Drumming 4,46.06,30.0,330.0,3.22,3.1,1.51,70.32,68.35,33.56,2022-07-29 06:15:13,2022-07-29 06:15:13
66931,125657,28/07/2022 23:37:01,Drumming 4,45.75,30.0,450.0,3.2,3.04,1.55,68.72,65.53,33.96,2022-07-29 06:15:13,2022-07-29 06:15:13
66933,125659,28/07/2022 23:39:01,Drumming 4,45.5,30.0,300.0,3.39,3.3,1.8,72.64,71.56,40.2,2022-07-29 06:15:13,2022-07-29 06:15:13
66979,125721,29/07/2022 00:41:01,Drumming 4,47.56,30.0,30.0,6.3,5.75,2.9,138.74,128.67,64.5,2022-07-29 06:15:13,2022-07-29 06:15:13
66980,125722,29/07/2022 00:42:01,Drumming 4,47.5,30.0,420.0,5.99,5.77,2.88,132.17,130.31,64.04,2022-07-29 06:15:13,2022-07-29 06:15:13
66983,125725,29/07/2022 00:45:01,Drumming 4,47.06,30.0,30.0,6.24,5.7,2.99,135.62,124.9,66.34,2022-07-29 06:15:13,2022-07-29 06:15:13
66985,125727,29/07/2022 00:47:01,Drumming 4,46.56,30.0,120.0,5.74,5.48,2.93,125.54,119.9,64.64,2022-07-29 06:15:13,2022-07-29 06:15:13
66986,125728,29/07/2022 00:48:01,Drumming 4,46.44,30.0,210.0,5.58,5.44,2.96,121.67,119.91,65.74,2022-07-29 06:15:13,2022-07-29 06:15:13
66989,125731,29/07/2022 00:51:01,Drumming 4,45.81,30.0,330.0,4.88,4.99,2.65,105.69,108.45,58.63,2022-07-29 06:15:13,2022-07-29 06:15:13
66990,125732,29/07/2022 00:52:01,Drumming 4,45.75,30.0,300.0,3.76,3.98,2.23,80.54,85.73,48.89,2022-07-29 06:15:13,2022-07-29 06:15:13
66991,125733,29/07/2022 00:53:01,Drumming 4,45.56,30.0,270.0,4.63,4.61,2.49,99.06,98.96,53.9,2022-07-29 06:15:13,2022-07-29 06:15:13
66992,125734,29/07/2022 00:54:01,Drumming 4,45.38,30.0,450.0,5.4,5.24,2.83,116.26,112.21,62.03,2022-07-29 06:15:13,2022-07-29 06:15:13
66993,125735,29/07/2022 00:55:01,Drumming 4,45.25,30.0,300.0,6.46,6.12,3.32,139.61,131.49,74.12,2022-07-29 06:15:13,2022-07-29 06:15:13
67013,125756,29/07/2022 01:16:01,Drumming 4,44.25,7.75,300.0,5.18,5.04,2.65,112.2,108.03,57.08,2022-07-29 06:15:13,2022-07-29 06:15:13
67024,125775,29/07/2022 01:35:01,Drumming 4,45.12,27.94,600.0,8.1,8.59,5.17,175.62,184.83,111.25,2022-07-29 06:15:13,2022-07-29 06:15:13
67025,125776,29/07/2022 01:36:01,Drumming 4,45.0,27.97,30.0,9.07,9.46,5.72,195.99,203.63,123.27,2022-07-29 06:15:13,2022-07-29 06:15:13
67026,125777,29/07/2022 01:37:01,Drumming 4,44.88,27.94,180.0,10.2,10.48,6.19,221.78,225.85,133.48,2022-07-29 06:15:13,2022-07-29 06:15:13
67027,125778,29/07/2022 01:38:01,Drumming 4,44.75,27.94,90.0,13.44,12.92,7.26,301.68,283.01,160.57,2022-07-29 06:15:13,2022-07-29 06:15:13
67028,125779,29/07/2022 01:39:01,Drumming 4,44.69,27.97,210.0,13.8,13.2,7.12,307.88,288.95,156.2,2022-07-29 06:15:13,2022-07-29 06:15:13
67029,125780,29/07/2022 01:40:01,Drumming 4,44.56,27.94,300.0,16.23,14.73,7.4,372.51,327.91,162.87,2022-07-29 06:15:13,2022-07-29 06:15:13
67030,125781,29/07/2022 01:41:01,Drumming 4,44.44,27.94,300.0,17.38,15.47,7.57,403.13,346.36,166.79,2022-07-29 06:15:13,2022-07-29 06:15:13
67031,125782,29/07/2022 01:42:01,Drumming 4,44.38,24.55,300.0,19.34,16.47,7.79,456.05,370.44,174.64,2022-07-29 06:15:13,2022-07-29 06:15:13
67038,125799,29/07/2022 01:59:01,Drumming 4,46.38,30.0,420.0,3.07,2.79,1.53,68.1,63.92,34.12,2022-07-29 06:15:13,2022-07-29 06:15:13
67039,125800,29/07/2022 02:00:01,Drumming 4,46.38,30.0,450.0,2.89,2.67,1.49,64.47,61.31,32.98,2022-07-29 06:15:13,2022-07-29 06:15:13
67040,125801,29/07/2022 02:01:01,Drumming 4,46.25,30.0,300.0,2.95,2.72,1.47,65.5,62.27,32.59,2022-07-29 06:15:13,2022-07-29 06:15:13
67041,125802,29/07/2022 02:02:01,Drumming 4,46.25,30.0,450.0,2.79,2.69,1.46,62.13,62.18,32.51,2022-07-29 06:15:13,2022-07-29 06:15:13
67042,125803,29/07/2022 02:03:01,Drumming 4,46.06,30.0,450.0,2.48,2.4,1.37,55.39,55.9,30.13,2022-07-29 06:15:13,2022-07-29 06:15:13
67043,125804,29/07/2022 02:04:01,Drumming 4,45.94,30.0,300.0,2.58,2.49,1.36,57.59,57.33,30.09,2022-07-29 06:15:13,2022-07-29 06:15:13
67045,125807,29/07/2022 02:07:01,Drumming 4,45.5,30.0,480.0,2.44,2.31,1.37,53.97,52.12,30.41,2022-07-29 06:15:13,2022-07-29 06:15:13
67047,125809,29/07/2022 02:09:01,Drumming 4,45.31,30.0,450.0,2.37,2.28,1.32,52.3,51.22,28.86,2022-07-29 06:15:13,2022-07-29 06:15:13
67048,125810,29/07/2022 02:10:01,Drumming 4,45.19,30.0,480.0,2.29,2.25,1.3,50.74,50.27,28.5,2022-07-29 06:15:13,2022-07-29 06:15:13
67050,125812,29/07/2022 02:12:01,Drumming 4,45.0,30.0,90.0,2.47,2.37,1.38,54.21,52.61,30.26,2022-07-29 06:15:13,2022-07-29 06:15:13
67087,125856,29/07/2022 02:56:01,Drumming 4,44.88,27.94,660.0,8.94,8.67,4.75,199.06,191.21,104.24,2022-07-29 06:15:13,2022-07-29 06:15:13
67088,125857,29/07/2022 02:57:01,Drumming 4,44.81,27.94,690.0,10.95,10.23,5.35,247.37,226.28,118.32,2022-07-29 06:15:13,2022-07-29 06:15:13
67095,125882,29/07/2022 03:22:01,Drumming 4,47.75,30.0,450.0,3.69,3.31,1.69,81.41,73.55,37.43,2022-07-29 06:15:13,2022-07-29 06:15:13
67097,125884,29/07/2022 03:24:01,Drumming 4,47.25,30.0,450.0,3.71,3.4,1.91,81.71,75.67,42.23,2022-07-29 06:15:13,2022-07-29 06:15:13
67098,125885,29/07/2022 03:25:01,Drumming 4,47.19,30.0,90.0,3.77,3.4,1.91,83.02,75.82,42.22,2022-07-29 06:15:13,2022-07-29 06:15:13
67099,125886,29/07/2022 03:26:01,Drumming 4,46.88,30.0,30.0,3.69,3.7,2.04,80.84,82.73,45.25,2022-07-29 06:15:13,2022-07-29 06:15:13
67100,125887,29/07/2022 03:27:01,Drumming 4,46.62,30.0,450.0,3.52,3.63,2.0,77.69,82.51,44.51,2022-07-29 06:15:13,2022-07-29 06:15:13
67142,125941,29/07/2022 04:21:01,Drumming 4,44.62,27.41,660.0,9.15,8.74,4.87,207.78,194.38,107.91,2022-07-29 06:15:13,2022-07-29 06:15:13
67148,125955,29/07/2022 04:35:01,Drumming 4,46.31,30.0,420.0,6.92,6.62,2.89,154.24,153.38,66.36,2022-07-29 06:15:13,2022-07-29 06:15:13
67149,125956,29/07/2022 04:36:01,Drumming 4,46.5,30.0,420.0,7.92,7.2,3.43,174.0,159.94,76.98,2022-07-29 06:15:13,2022-07-29 06:15:13
67151,125958,29/07/2022 04:38:01,Drumming 4,46.44,30.0,420.0,8.29,8.07,3.91,182.21,181.55,89.51,2022-07-29 06:15:13,2022-07-29 06:15:13
67153,125960,29/07/2022 04:40:01,Drumming 4,46.12,30.0,450.0,8.43,8.15,4.09,184.95,182.12,93.19,2022-07-29 06:15:13,2022-07-29 06:15:13
67154,125961,29/07/2022 04:41:01,Drumming 4,46.0,29.97,300.0,8.32,8.06,4.05,182.28,179.88,92.05,2022-07-29 06:15:13,2022-07-29 06:15:13
67155,125962,29/07/2022 04:42:01,Drumming 4,45.88,29.97,450.0,8.33,8.1,4.13,182.26,179.98,93.26,2022-07-29 06:15:13,2022-07-29 06:15:13
67156,125963,29/07/2022 04:43:01,Drumming 4,45.69,30.0,150.0,8.18,8.05,4.13,178.59,178.21,92.87,2022-07-29 06:15:13,2022-07-29 06:15:13
67157,125964,29/07/2022 04:44:01,Drumming 4,45.56,29.97,450.0,8.37,8.3,4.23,183.32,184.59,95.63,2022-07-29 06:15:13,2022-07-29 06:15:13
67158,125965,29/07/2022 04:45:01,Drumming 4,45.44,29.97,480.0,8.43,8.34,4.29,183.72,185.31,96.25,2022-07-29 06:15:13,2022-07-29 06:15:13
67159,125966,29/07/2022 04:46:01,Drumming 4,45.31,30.0,480.0,8.48,8.36,4.42,185.23,184.66,98.8,2022-07-29 06:15:13,2022-07-29 06:15:13
67160,125967,29/07/2022 04:47:01,Drumming 4,45.19,30.0,450.0,8.8,8.65,4.52,191.54,189.5,101.33,2022-07-29 06:15:13,2022-07-29 06:15:13
67161,125968,29/07/2022 04:48:01,Drumming 4,45.12,30.0,450.0,9.18,8.95,4.77,200.5,196.06,107.13,2022-07-29 06:15:13,2022-07-29 06:15:13
67162,125969,29/07/2022 04:49:01,Drumming 4,45.06,30.0,480.0,9.19,9.04,4.92,200.58,197.67,110.26,2022-07-29 06:15:13,2022-07-29 06:15:13
67163,125970,29/07/2022 04:50:01,Drumming 4,45.0,30.0,480.0,9.63,9.33,5.05,209.3,202.76,112.53,2022-07-29 06:15:13,2022-07-29 06:15:13
67164,125971,29/07/2022 04:51:01,Drumming 4,44.94,9.15,270.0,3.57,3.21,1.79,77.3,69.47,38.57,2022-07-29 06:15:13,2022-07-29 06:15:13
67175,125982,29/07/2022 05:02:01,Drumming 4,44.81,27.94,480.0,8.61,8.54,4.84,186.67,186.41,108.79,2022-07-29 06:15:13,2022-07-29 06:15:13
67180,125987,29/07/2022 05:07:01,Drumming 4,44.69,27.97,510.0,8.53,8.7,4.74,183.31,188.44,106.02,2022-07-29 06:15:13,2022-07-29 06:15:13
67183,125990,29/07/2022 05:10:01,Drumming 4,44.69,26.07,300.0,8.42,8.52,4.59,180.95,183.07,101.63,2022-07-29 06:15:13,2022-07-29 06:15:13
67185,126002,29/07/2022 05:22:01,Drumming 4,46.69,30.0,300.0,3.74,3.88,1.62,84.2,92.83,36.45,2022-07-29 06:15:13,2022-07-29 06:15:13
67186,126003,29/07/2022 05:23:01,Drumming 4,46.69,30.0,300.0,3.83,3.85,1.91,85.44,88.74,41.66,2022-07-29 06:15:13,2022-07-29 06:15:13
67188,126005,29/07/2022 05:25:01,Drumming 4,46.5,30.0,300.0,3.5,3.54,1.98,78.05,82.34,43.79,2022-07-29 06:15:13,2022-07-29 06:15:13
67189,126006,29/07/2022 05:26:01,Drumming 4,46.38,30.0,120.0,3.78,3.71,2.1,83.95,85.84,46.29,2022-07-29 06:15:13,2022-07-29 06:15:13
67190,126007,29/07/2022 05:27:01,Drumming 4,46.25,30.0,300.0,3.85,3.7,2.06,85.01,84.08,45.39,2022-07-29 06:15:13,2022-07-29 06:15:13
67192,126009,29/07/2022 05:29:01,Drumming 4,46.0,30.0,450.0,3.34,3.21,1.91,73.4,72.05,42.09,2022-07-29 06:15:13,2022-07-29 06:15:13
67194,126011,29/07/2022 05:31:01,Drumming 4,45.69,30.0,450.0,3.18,3.03,1.77,69.07,65.0,37.97,2022-07-29 06:15:13,2022-07-29 06:15:13
67195,126012,29/07/2022 05:32:01,Drumming 4,45.56,30.0,300.0,3.28,2.92,1.79,71.53,62.9,38.5,2022-07-29 06:15:13,2022-07-29 06:15:13
67197,126014,29/07/2022 05:34:01,Drumming 4,45.31,30.0,300.0,3.4,3.27,1.91,73.81,70.82,41.36,2022-07-29 06:15:13,2022-07-29 06:15:13
67198,126015,29/07/2022 05:35:01,Drumming 4,45.31,30.0,300.0,3.64,3.4,1.99,79.49,73.63,43.03,2022-07-29 06:15:13,2022-07-29 06:15:13
67238,126075,29/07/2022 06:38:01,Drumming 4,47.12,30.0,390.0,1.5,1.78,1.1,32.44,39.46,25.99,2022-07-29 14:15:14,2022-07-29 14:15:14
67243,126101,29/07/2022 07:04:01,Drumming 4,46.75,30.0,420.0,2.71,2.51,1.17,60.42,56.79,27.32,2022-07-29 14:15:14,2022-07-29 14:15:14
67246,126104,29/07/2022 07:07:01,Drumming 4,46.06,30.0,450.0,2.93,2.68,1.37,64.48,60.44,30.08,2022-07-29 14:15:14,2022-07-29 14:15:14
67247,126105,29/07/2022 07:08:01,Drumming 4,45.5,30.0,330.0,3.06,2.64,1.42,67.35,58.81,31.07,2022-07-29 14:15:14,2022-07-29 14:15:14
67248,126106,29/07/2022 07:09:01,Drumming 4,45.19,30.0,450.0,2.64,2.65,1.4,57.79,59.16,30.67,2022-07-29 14:15:14,2022-07-29 14:15:14
67249,126107,29/07/2022 07:10:01,Drumming 4,44.88,30.0,150.0,1.79,1.57,0.88,39.46,35.52,20.13,2022-07-29 14:15:14,2022-07-29 14:15:14
67250,126108,29/07/2022 07:11:01,Drumming 4,44.62,30.0,300.0,2.17,1.75,0.98,48.93,40.19,23.04,2022-07-29 14:15:14,2022-07-29 14:15:14
67251,126109,29/07/2022 07:12:01,Drumming 4,44.38,30.0,450.0,2.16,2.05,0.99,49.1,46.91,22.29,2022-07-29 14:15:14,2022-07-29 14:15:14
67252,126110,29/07/2022 07:13:01,Drumming 4,44.19,30.0,450.0,2.59,2.42,1.07,58.67,54.98,24.3,2022-07-29 14:15:14,2022-07-29 14:15:14
67253,126111,29/07/2022 07:14:01,Drumming 4,44.0,30.0,480.0,2.69,2.62,1.21,60.55,59.49,27.53,2022-07-29 14:15:14,2022-07-29 14:15:14
67254,126112,29/07/2022 07:15:01,Drumming 4,43.75,30.0,300.0,2.75,2.8,1.42,61.29,62.74,32.37,2022-07-29 14:15:14,2022-07-29 14:15:14
67256,126114,29/07/2022 07:17:01,Drumming 4,43.44,30.0,480.0,2.85,2.92,1.7,62.7,64.26,38.07,2022-07-29 14:15:14,2022-07-29 14:15:14
67296,126170,29/07/2022 08:13:01,Drumming 4,44.69,30.0,120.0,2.43,2.34,1.18,53.3,52.17,26.31,2022-07-29 14:15:14,2022-07-29 14:15:14
67298,126172,29/07/2022 08:15:01,Drumming 4,44.69,30.0,300.0,3.03,2.42,1.15,68.29,54.58,26.66,2022-07-29 14:15:14,2022-07-29 14:15:14
67299,126173,29/07/2022 08:16:01,Drumming 4,44.56,30.0,180.0,2.32,2.2,1.0,52.71,50.85,23.81,2022-07-29 14:15:14,2022-07-29 14:15:14
67300,126174,29/07/2022 08:17:01,Drumming 4,44.44,30.0,30.0,2.67,2.35,1.13,60.11,53.81,26.63,2022-07-29 14:15:14,2022-07-29 14:15:14
67307,126181,29/07/2022 08:24:01,Drumming 4,43.81,30.0,450.0,2.76,2.67,1.44,61.16,59.95,32.6,2022-07-29 14:15:14,2022-07-29 14:15:14
67310,126184,29/07/2022 08:27:01,Drumming 4,43.69,30.0,180.0,2.71,2.53,1.39,59.84,57.24,32.26,2022-07-29 14:15:14,2022-07-29 14:15:14
67347,126225,29/07/2022 09:08:02,Drumming 4,44.75,27.97,660.0,8.53,8.0,4.28,192.51,176.83,95.26,2022-07-29 14:15:14,2022-07-29 14:15:14
67352,126241,29/07/2022 09:24:01,Drumming 4,47.12,30.0,30.0,2.92,2.44,1.14,67.51,59.38,31.19,2022-07-29 14:15:14,2022-07-29 14:15:14
67354,126243,29/07/2022 09:26:01,Drumming 4,47.06,30.0,330.0,2.7,2.1,0.85,62.22,51.51,23.99,2022-07-29 14:15:14,2022-07-29 14:15:14
67357,126246,29/07/2022 09:29:01,Drumming 4,46.75,30.0,300.0,3.46,3.58,1.73,78.29,84.87,39.42,2022-07-29 14:15:14,2022-07-29 14:15:14
67358,126247,29/07/2022 09:30:01,Drumming 4,46.69,30.0,330.0,3.15,3.08,1.78,70.76,70.31,39.58,2022-07-29 14:15:14,2022-07-29 14:15:14
67360,126249,29/07/2022 09:32:01,Drumming 4,46.38,30.0,90.0,2.53,2.8,1.74,55.66,61.97,38.9,2022-07-29 14:15:14,2022-07-29 14:15:14
67363,126252,29/07/2022 09:35:01,Drumming 4,46.0,30.0,300.0,2.61,2.83,1.84,57.11,62.13,41.46,2022-07-29 14:15:14,2022-07-29 14:15:14
67365,126254,29/07/2022 09:37:01,Drumming 4,45.88,30.0,180.0,2.33,2.5,1.68,50.93,54.64,37.49,2022-07-29 14:15:14,2022-07-29 14:15:14
67407,126308,29/07/2022 10:31:01,Drumming 4,47.75,30.0,330.0,3.67,3.87,1.93,82.81,89.94,43.05,2022-07-29 14:15:14,2022-07-29 14:15:14
67408,126309,29/07/2022 10:32:01,Drumming 4,47.75,30.0,150.0,3.08,3.55,1.9,69.49,82.43,41.93,2022-07-29 14:15:14,2022-07-29 14:15:14
67409,126310,29/07/2022 10:33:01,Drumming 4,47.75,30.0,300.0,3.03,3.38,1.89,67.23,76.32,41.65,2022-07-29 14:15:14,2022-07-29 14:15:14
67410,126311,29/07/2022 10:34:01,Drumming 4,47.69,30.0,420.0,2.86,3.1,1.85,62.42,68.57,41.12,2022-07-29 14:15:14,2022-07-29 14:15:14
67411,126312,29/07/2022 10:35:01,Drumming 4,47.56,30.0,30.0,2.77,2.84,1.79,60.45,61.89,39.39,2022-07-29 14:15:14,2022-07-29 14:15:14
67413,126314,29/07/2022 10:37:01,Drumming 4,47.38,30.0,450.0,2.86,2.76,1.68,62.45,59.96,36.7,2022-07-29 14:15:14,2022-07-29 14:15:14
67414,126315,29/07/2022 10:38:01,Drumming 4,47.25,30.0,450.0,2.91,2.77,1.71,63.77,60.42,37.58,2022-07-29 14:15:14,2022-07-29 14:15:14
